Bruno;Akita;young;234-83-1436
Belle;Airedale;puppy;637-35-7008
Sassy;Kerryblue Terrier;puppy;523-44-4451
Lady;Miniature Schnauzer;adult;005-39-9628
Angel;Blood Hound;adult;158-03-9078
Diesel;Pomeranian;puppy;347-28-5518
Jake;Chow;young;023-73-4482
Cooper;Basset Hound;senior;733-31-3369
Sparky;Bouvier;young;506-71-0744
Sam;Pyrenees;adult;563-52-7000
Taz;Walker Hound;adult;599-95-7602
Precious;Weimaraner;puppy;347-28-5518
Dixie;Silky Terrier;senior;450-97-2631
Jake;Schipperke;senior;352-50-9503
Scooter;Pomeranian;senior;020-13-5328
Sasha;Curly Retriever;young;032-86-3691
Bandit;Boxer;young;067-85-1032
Rascal;Norwegian Elkhound;puppy;790-09-3796
Cody;English Hound;puppy;203-67-4781
Bella;Silky Terrier;young;384-53-4942
Angel;American Terrier;puppy;021-74-7767
Baxter;Flatcoated Retriever;puppy;882-50-5799
Molly;Tibetan Mastiff;puppy;745-17-1498
Cooper;Great Dane;puppy;373-17-5774
Molly;American Terrier;senior;828-51-8693
Gizmo;Irish Terrier;senior;111-95-7989
Chance;Beagle;young;648-31-8133
Lilly;Westhighland Terrier;puppy;546-40-1721
Baby;Bluetick;puppy;384-79-6749
Rusty;Basenji;young;255-87-4436
Buster;Bouvier;puppy;350-96-2337
Duke;Miniature Schnauzer;senior;464-05-3614
Abby;Blood Hound;young;601-85-4160
Sasha;Norwegian Elkhound;adult;803-93-7051
Toby;Scottish Deerhound;senior;023-63-2812
Chico;Flatcoated Retriever;adult;803-93-7051
Roxie;Pembroke;adult;621-59-4389
Princess;Tibetan Terrier;young;472-77-9409
Bruno;Pyrenees;adult;562-25-8523
Bo;Walker Hound;senior;757-21-3332
Shadow;Entlebucher;puppy;181-06-3503
Baxter;Malamute;young;895-04-9349
Chloe;Curly Retriever;senior;788-30-3888
Tyson;Rhodesian Ridgeback;young;879-38-6993
Buster;Redbone;puppy;804-29-6997
Rocky;Shihtzu;puppy;716-06-1340
Abby;Kelpie;young;569-84-6193
Rex;Bouvier;senior;286-22-2340
Riley;Chesapeake Retriever;adult;494-95-2088
Rascal;Dingo;adult;558-31-9469
Shadow;Patterdale Terrier;senior;699-80-9603
Coco;Irish Terrier;puppy;544-22-4051
Sammy;Japanese Spaniel;young;327-33-1498
Sandy;Bull Mastiff;young;799-18-4070
Bo;Welsh Spaniel;puppy;021-74-7767
Belle;Basenji;adult;589-81-8122
Jasmine;Lakeland Terrier;adult;717-49-8458
Abby;Scottish Deerhound;senior;491-56-8576
Riley;Basset Hound;puppy;242-99-1678
Lucy;Bluetick;young;061-38-9131
Annie;Tibetan Mastiff;young;032-86-3691
Luna;Lhasa;young;610-35-5425
Brutus;Standard Poodle;puppy;771-78-3599
Blue;Fox Terrier;puppy;769-09-5009
Shelby;Dingo;puppy;829-74-2633
Pepper;Curly Retriever;senior;253-40-8625
Penny;Irish Wolfhound;adult;132-23-0314
Cookie;Keeshond;young;713-59-1659
Shelby;Pembroke;adult;567-04-8072
Milo;Rottweiler;senior;599-95-7602
Gracie;Germanshepherd;puppy;385-50-1384
Harvey;Sussex Spaniel;puppy;751-39-7562
Jasmine;Shihtzu;senior;698-17-4657
Patches;Groenendael;senior;087-27-0773
Sassy;Border Collie;senior;555-39-4105
Lucky;Yorkshire Terrier;puppy;156-78-3378
Marley;Affenpinscher;young;716-06-1340
Ginger;Lakeland Terrier;adult;478-79-4718
Ruby;Whippet;young;375-20-3592
Lady;Tibetan Mastiff;puppy;657-57-1953
Sophie;Miniature Poodle;senior;680-13-7936
Gizmo;Wheaten Terrier;young;399-59-9632
Lily;Husky;puppy;079-14-3660
Sparky;Bedlington Terrier;puppy;806-55-1217
Rex;Sealyham Terrier;senior;795-84-2848
Roxy;Labrador;young;021-74-7767
Ginger;Germanshepherd;puppy;790-17-9070
Dixie;Blenheim Spaniel;puppy;693-98-6583
Cocoa;Flatcoated Retriever;senior;854-12-6905
Snoopy;Bluetick;senior;709-66-0766
Sadie;Scottish Deerhound;adult;211-94-0876
Lexi;Bouvier;young;883-94-8756
Oreo;American Terrier;senior;637-86-4461
Charlie;Irish Setter;young;384-79-6749
Sophie;English Sheepdog;senior;464-05-3614
Abby;Norwegian Elkhound;adult;537-85-1141
Sammy;Ibizan Hound;young;274-47-4034
Sam;Tibetan Mastiff;young;308-07-9235
Snickers;Swiss Mountain;young;590-69-8848
Abby;Mexicanhairless;senior;342-44-5181
Jasper;Welsh Spaniel;adult;441-31-9522
Harley;Saluki;adult;592-92-4191
Cookie;Leonberg;puppy;462-14-2511
Lucy;Malinois;puppy;437-38-3234
Diesel;Briard;adult;022-37-7624
Teddy;Westhighland Terrier;puppy;784-86-3829
Marley;Rhodesian Ridgeback;adult;895-82-3549
Rusty;Rottweiler;puppy;025-63-0259
Ruby;Yorkshire Terrier;puppy;121-24-5795
Bailey;Miniature Pinscher;puppy;836-28-6844
Sasha;Norwich Terrier;young;035-01-1740
Mia;Eskimo;senior;030-48-5838
Oreo;Basenji;adult;587-21-8703
Pepper;Staffordshire Bullterrier;puppy;713-59-1659
Jake;Welsh Spaniel;adult;500-80-5021
Baxter;English Hound;senior;132-98-4496
Luna;American Terrier;senior;563-52-7000
Sassy;Beagle;puppy;029-18-1290
Dixie;Bluetick;adult;365-07-1389
Harley;Irish Spaniel;senior;413-68-6280
Sophie;Labrador;young;381-92-9182
Ginger;French Bulldog;puppy;214-77-9529
Pepper;Rottweiler;puppy;652-83-5384
Lola;Patterdale Terrier;puppy;192-15-4457
Tank;Vizsla;young;788-30-3888
Max;Miniature Poodle;young;771-78-3599
Shadow;Sealyham Terrier;young;139-70-8909
Coco;Doberman;adult;657-57-1953
Sassy;Shetland Sheepdog;adult;482-89-0946
Charlie;Flatcoated Retriever;young;008-64-5988
Blue;Border Terrier;young;439-89-5562
Buddy;Airedale;puppy;156-34-4574
Penny;Wheaten Terrier;young;386-76-7203
Zoe;Groenendael;senior;263-40-4533
Taz;Gordon Setter;adult;069-17-0568
Peanut;Chesapeake Retriever;senior;835-55-3033
Bandit;Husky;adult;547-68-9136
Lexi;Chow;senior;417-34-9445
Sasha;Malamute;senior;297-36-9151
Snickers;Australian Terrier;young;494-95-2088
Taz;Curly Retriever;senior;795-84-2848
Belle;Swiss Mountain;young;288-85-2856
Rusty;Lhasa;puppy;253-40-8625
Zoe;Miniature Schnauzer;adult;509-27-1013
Patches;Leonberg;adult;502-30-1537
Lola;Cairn;senior;511-25-1688
Bella;Labrador;senior;504-90-5175
Maggie;Weimaraner;puppy;876-08-4420
Precious;Miniature Pinscher;senior;399-15-8781
Penny;Whippet;puppy;542-36-2942
Sandy;Irish Terrier;senior;391-79-6810
Shadow;Kerryblue Terrier;puppy;829-45-9467
Princess;Japanese Spaniel;senior;005-39-9628
Jake;Norwich Terrier;puppy;390-93-6308
Jasmine;Curly Retriever;senior;562-25-8523
Tyson;Bedlington Terrier;senior;635-71-3763
Sammy;Bernese Mountain;young;504-90-5175
Teddy;Staffordshire Bullterrier;senior;343-14-4077
Spike;Weimaraner;senior;678-18-4673
Lady;Appenzeller;puppy;165-89-4205
Maggie;Afghan Hound;young;384-53-4942
Cookie;Bedlington Terrier;senior;365-07-1389
Harley;Ibizan Hound;puppy;496-25-4444
Brutus;Redbone;senior;685-17-2312
Baby;American Terrier;puppy;808-02-5379
Chance;Ibizan Hound;young;129-32-6989
Bruno;Ibizan Hound;senior;829-74-2633
Chico;Boston Bulldog;senior;626-08-3694
Honey;Irish Spaniel;adult;691-70-1481
Rascal;Tibetan Terrier;senior;340-38-6047
Princess;Keeshond;puppy;563-37-9200
Pepper;Westhighland Terrier;senior;454-18-4932
Max;Whippet;puppy;012-83-1282
Harvey;Tibetan Mastiff;puppy;158-03-9078
Sugar;Boston Bulldog;young;842-69-9141
Toby;Sealyham Terrier;adult;215-79-3274
Bubba;Basenji;puppy;439-89-5562
Misty;Scottish Deerhound;puppy;391-79-6810
Chance;Welsh Spaniel;adult;599-54-7824
Lucy;Miniature Schnauzer;puppy;413-68-6280
Ruby;Miniature Poodle;adult;568-66-9393
Tucker;Kerryblue Terrier;puppy;367-85-5293
Zeus;Pekinese;young;587-14-4637
Gracie;Cardigan Corgi;adult;012-83-1282
Milo;Border Collie;adult;265-55-8573
Honey;Brittany Spaniel;puppy;529-63-0749
Penny;Brabancon;young;713-59-1659
Dakota;Toy Terrier;adult;054-34-2382
Milo;Papillon;young;685-17-2312
Harvey;Westhighland Terrier;puppy;504-41-4104
Jasmine;Dandie Terrier;adult;558-31-9469
Sophie;Newfoundland;puppy;504-77-4061
Lady;Silky Terrier;senior;494-37-2543
Brutus;Norwegian Elkhound;young;606-50-9317
Sophie;Pomeranian;young;693-98-6583
Luna;Swiss Mountain;young;679-46-1608
Sandy;Rottweiler;puppy;370-02-8321
Molly;Doberman;adult;283-74-4136
Oreo;Maltese;senior;714-97-4450
Marley;Pekinese;senior;882-70-0255
Molly;Rhodesian Ridgeback;senior;190-04-4351
Tank;Basenji;adult;624-34-0999
Toby;Silky Terrier;adult;092-16-2759
Milo;Cairn;senior;234-83-1436
Murphy;Scottish Terrier;puppy;024-53-2983
Roxy;Walker Hound;puppy;633-49-6208
Lily;Miniature Poodle;young;537-85-1141
Angel;Shetland Sheepdog;young;592-92-4191
Gizmo;Lakeland Terrier;puppy;699-80-9603
Dakota;Blood Hound;adult;087-27-0773
Bubba;Shetland Sheepdog;senior;006-83-7401
Zoe;Kerryblue Terrier;puppy;199-67-8603
Bruno;Gordon Setter;puppy;585-60-7341
Lexi;Shiba;adult;005-39-9628
Sam;Eskimo;young;718-56-2138
Harley;Akita;senior;061-24-5320
Riley;English Springer;puppy;103-86-1796
Penny;French Bulldog;puppy;025-63-0259
Oscar;Eskimo;senior;006-83-7401
Blue;Labrador;puppy;842-07-1857
Maggie;Afghan Hound;puppy;214-77-9529
Gizmo;Miniature Schnauzer;puppy;558-31-9469
Rocky;Patterdale Terrier;young;847-74-2305
Angel;Shihtzu;senior;548-46-7757
Spike;Japanese Spaniel;senior;493-99-7967
Mia;Rottweiler;adult;199-67-8603
Murphy;Saluki;young;548-46-7757
Jake;Irish Spaniel;young;381-92-3769
Dixie;Miniature Pinscher;adult;286-22-2340
Tyson;Saluki;adult;160-20-6676
Precious;Stbernard;senior;478-79-4718
Bruno;Dandie Terrier;senior;875-45-6325
Mia;Husky;young;283-74-4136
Penny;Miniature Schnauzer;adult;883-94-8756
Lucy;Germanshepherd;young;835-55-3033
Taz;Saluki;young;201-01-5705
Bo;Japanese Spaniel;senior;352-50-9503
Jack;Scottish Deerhound;puppy;391-79-6810
Luna;Briard;adult;734-68-3620
Princess;Great Dane;senior;214-77-9529
Jack;Borzoi;puppy;004-07-8169
Bruno;Welsh Spaniel;young;340-66-1512
Diesel;Miniature Pinscher;adult;007-58-4459
Dakota;Basset Hound;senior;166-95-2582
Bailey;Scottish Deerhound;puppy;539-71-0295
Scooter;Curly Retriever;adult;493-99-7967
Tyson;Bluetick;senior;473-27-1976
Sassy;Otterhound;young;425-03-0843
Gracie;Bouvier;senior;829-45-9467
Abby;Pembroke;senior;021-82-1809
Chance;Maltese;puppy;537-85-1141
Roxie;Boxer;puppy;326-20-5689
Zoe;Bedlington Terrier;senior;365-07-1389
Cody;Appenzeller;senior;263-40-4533
Toby;Leonberg;young;384-98-1455
Lucky;Pug;puppy;229-65-9117
Maggie;Border Terrier;senior;714-97-4450
Pepper;Staffordshire Bullterrier;senior;103-26-2906
Bailey;Chow;young;895-04-9349
Riley;Bouvier;senior;895-04-9349
Charlie;English Setter;young;727-26-6893
Max;Bouvier;young;147-09-3700
Sandy;Schipperke;senior;790-09-3796
Oreo;Standard Poodle;senior;476-76-7230
Bandit;Weimaraner;senior;340-38-6047
Diesel;Airedale;senior;655-98-1979
Bear;Border Collie;adult;007-58-4459
Penny;Blenheim Spaniel;young;494-37-2543
Jasper;Boxer;young;681-14-8821
Dixie;Malinois;adult;516-72-9445
Roxie;Bernese Mountain;senior;713-59-1659
Cooper;Staffordshire Bullterrier;senior;491-56-8576
Sparky;Bluetick;young;320-69-6052
Murphy;Lhasa;adult;819-52-3520
Casey;Rottweiler;senior;592-92-4191
Jasper;Rottweiler;young;061-24-5320
Tyson;Ibizan Hound;senior;326-62-0516
Luna;Tibetan Terrier;young;734-68-3620
Chance;Bluetick;adult;291-45-4341
Sassy;Chow;adult;024-53-2983
Duke;Schipperke;senior;513-48-3905
Molly;Pembroke;puppy;103-26-2906
Blue;Basset Hound;young;179-56-6642
Bruno;Norwich Terrier;adult;375-20-3592
Milo;Maltese;adult;638-34-8443
Jasmine;Dhole;puppy;253-40-8625
Gracie;Dingo;puppy;082-71-5945
Baxter;Dingo;puppy;008-64-5988
Taz;Great Dane;adult;897-50-8869
Luna;Sealyham Terrier;young;698-17-4657
Brutus;Eskimo;senior;833-62-0560
Lady;Chow;senior;701-78-7830
Shelby;Flatcoated Retriever;senior;805-50-5261
Sophie;Pyrenees;young;132-98-4496
Zoey;Affenpinscher;young;757-21-3332
Misty;American Terrier;senior;399-59-9632
Rascal;Patterdale Terrier;young;889-36-0604
Baxter;Kelpie;young;889-36-0604
Snickers;Miniature Pinscher;puppy;156-78-3378
Murphy;Malinois;senior;328-31-5710
Peanut;Groenendael;puppy;054-34-2382
Cody;Whippet;adult;472-73-9372
Harley;Chow;senior;198-67-3855
Lily;Norwich Terrier;senior;079-14-3660
Patches;French Bulldog;adult;381-92-1455
Luna;Cardigan Corgi;puppy;350-96-2337
Diamond;Golden Retriever;young;565-20-1644
Sasha;Dhole;puppy;242-99-1678
Ginger;Briard;adult;188-26-9498
Belle;Pug;puppy;502-30-1537
Dakota;Cardigan Corgi;puppy;854-12-6905
Riley;Borzoi;senior;022-70-1100
Lexi;Sealyham Terrier;puppy;650-77-6443
Gracie;Vizsla;young;879-38-6993
Cookie;Bernese Mountain;puppy;678-18-4673
Bruno;Italian Greyhound;puppy;523-44-4451
Maggie;Keeshond;puppy;599-95-7602
Zoey;Borzoi;senior;529-63-0749
Maggie;Scottish Terrier;adult;255-87-4436
Rosie;English Sheepdog;senior;029-18-1290
Sasha;Silky Terrier;puppy;441-31-9522
Brutus;Beagle;senior;861-79-9447
Oscar;Coonhound;young;024-53-2983
Diesel;Pug;adult;352-30-8844
Jack;Borzoi;puppy;165-89-4205
Baxter;Westhighland Terrier;adult;491-56-8576
Jasmine;Bluetick;senior;830-54-0038
Princess;Keeshond;puppy;041-60-1801
Belle;Bernese Mountain;senior;375-20-3592
Duke;Kelpie;young;061-24-5320
Rascal;Swiss Mountain;adult;106-36-4146
Charlie;Doberman;young;190-81-5817
Buster;Entlebucher;young;685-17-2312
Harley;Pembroke;adult;189-24-2402
Jake;Tibetan Mastiff;young;392-73-7127
Chance;Malinois;senior;792-81-6777
Mia;Whippet;senior;248-96-4660
Sadie;Kerryblue Terrier;senior;867-90-4406
Blue;English Sheepdog;puppy;723-03-2462
Baxter;Shetland Sheepdog;senior;038-77-1921
Tank;Gordon Setter;young;435-25-1747
Snoopy;Beagle;puppy;592-08-3346
Dixie;Toy Poodle;adult;214-77-9529
Daisy;Affenpinscher;puppy;190-81-5817
Sparky;Bernese Mountain;puppy;895-04-9349
Princess;Irish Spaniel;adult;788-30-3888
Zoey;English Sheepdog;young;019-12-0599
Brutus;Dachshund;senior;035-01-1740
Brutus;Rottweiler;puppy;198-53-0096
Murphy;Bouvier;puppy;373-17-5774
Annie;Weimaraner;adult;352-30-8844
Gracie;Whippet;young;684-75-6209
Taz;Weimaraner;young;333-77-9766
Sammy;Staffordshire Bullterrier;puppy;052-46-7739
Daisy;Italian Greyhound;puppy;023-63-2812
Zoe;Walker Hound;senior;016-79-8443
Misty;Toy Poodle;puppy;739-01-4458
Precious;Pomeranian;adult;477-21-8537
Peanut;Norfolk Terrier;senior;523-44-4451
Bailey;Staffordshire Bullterrier;senior;453-38-9698
Angel;Pyrenees;puppy;242-99-1678
Princess;Bull Mastiff;puppy;129-32-6989
Jasmine;Clumber;young;618-22-5152
Blue;Basset Hound;young;021-14-0718
Bear;Sealyham Terrier;young;558-31-9469
Snoopy;Sussex Spaniel;senior;190-81-5817
Annie;Cardigan Corgi;adult;692-46-0683
